,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,Rating
5685,0,1,1,,,Unspecified,Marketing and Advertising,Marketing,0,12
5686,0,1,1,Full-time,Mid-Senior level,,Retail,Sales,0,10
5687,0,0,0,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Advertising,1,27
5688,0,0,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,1,12
5689,0,1,1,Full-time,Associate,Bachelor's Degree,Media Production,Product Management,0,12
5690,0,0,1,Full-time,Not Applicable,Unspecified,Printing,Sales,0,9
5691,0,0,0,Other,Not Applicable,Unspecified,Market Research,Marketing,1,27
5692,0,1,0,,Internship,,Marketing and Advertising,Marketing,0,4
5693,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,,0,10
5694,0,1,1,Full-time,,,Public Relations and Communications,Public Relations,0,9
5695,0,1,1,,,,,,0,13
5696,0,0,1,Contract,Mid-Senior level,,Insurance,,0,8
5697,0,0,0,Full-time,Mid-Senior level,Master's Degree,,Engineering,1,10
5698,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Management,1,10
5699,0,1,0,,,,,,0,7
5700,0,1,1,Part-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,14
5701,0,0,1,Full-time,Associate,Bachelor's Degree,Management Consulting,Sales,0,15
5702,0,1,1,,,,,,0,11
5703,0,1,1,Full-time,Associate,,Computer Software,Engineering,0,13
5704,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Hardware,Information Technology,0,6
5705,0,1,0,Full-time,Mid-Senior level,,,,0,15
5706,0,1,1,Full-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,14
5707,0,1,0,Part-time,Entry level,High School or equivalent,Mental Health Care,Administrative,0,15
5708,0,1,1,Part-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0,11
5709,1,1,0,Full-time,Mid-Senior level,,Consumer Electronics,Engineering,0,10
5710,0,0,0,Part-time,,,Accounting,,0,3
5711,0,0,0,Full-time,Associate,High School or equivalent,Environmental Services,Administrative,0,11
5712,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,11
5713,0,1,1,Full-time,Mid-Senior level,,Education Management,,0,12
5714,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
5715,0,1,0,Full-time,Executive,Master's Degree,Management Consulting,Strategy/Planning,0,6
5716,0,1,0,Full-time,Entry level,,,,0,13
5717,0,1,0,Full-time,,,,,0,18
5718,0,1,1,Other,Mid-Senior level,High School or equivalent,Information Technology and Services,Consulting,0,10
5719,0,0,1,Full-time,Not Applicable,High School or equivalent,Marketing and Advertising,Business Development,0,10
5720,0,0,0,,,,,,1,11
5721,0,1,1,Full-time,Associate,,Internet,Information Technology,0,12
5722,0,1,1,Full-time,Mid-Senior level,,Internet,Product Management,0,10
5723,0,1,0,Full-time,,,Events Services,Finance,0,1
5724,0,1,0,,,,,,0,15
5725,0,1,1,,,,,,0,25
5726,0,0,1,Full-time,Director,Bachelor's Degree,Internet,Information Technology,0,10
5727,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,7
5728,0,1,0,Full-time,Not Applicable,Unspecified,Retail,Sales,0,13
5729,0,1,1,,,,,,0,10
5730,0,1,0,Full-time,Mid-Senior level,,Internet,Information Technology,0,12
5731,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0,8
5732,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,25
5733,0,1,0,Full-time,Associate,,Internet,Engineering,0,7
5734,0,0,0,Part-time,Not Applicable,High School or equivalent,,,0,30
5735,0,1,0,Full-time,Mid-Senior level,,Internet,Information Technology,0,9
5736,0,0,0,Full-time,Entry level,Master's Degree,Financial Services,Finance,0,10
5737,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,Management,0,12
5738,0,1,0,Full-time,Mid-Senior level,,Internet,Information Technology,0,13
5739,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Renewables & Environment,Marketing,0,5
5740,0,1,0,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,7
5741,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
5742,0,1,0,Full-time,Associate,High School or equivalent,Consumer Services,Administrative,0,12
5743,0,1,1,Full-time,Entry level,High School or equivalent,Veterinary,Customer Service,0,8
5744,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Business Development,1,18
5745,0,1,1,Full-time,,Unspecified,Financial Services,Information Technology,0,9
5746,0,1,1,Full-time,Mid-Senior level,,Utilities,Management,0,15
5747,0,0,1,Full-time,Entry level,Bachelor's Degree,Computer Hardware,Sales,0,5
5748,0,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Human Resources,0,8
5749,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0,8
5750,0,1,0,Full-time,,High School or equivalent,Financial Services,Sales,1,18
5751,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Business Development,1,18
5752,0,0,0,Temporary,Associate,Bachelor's Degree,Information Technology and Services,Design,0,13
5753,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer Software,Design,0,7
5754,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer Software,Product Management,0,8
5755,0,1,1,,,,,,0,10
5756,0,1,1,Full-time,,,Computer Networking,,0,9
5757,0,1,0,Full-time,,,Computer Software,Engineering,0,7
5758,0,0,0,Full-time,Associate,High School or equivalent,Environmental Services,Other,0,10
5759,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Sales,1,18
5760,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Sales,1,18
5761,1,0,0,Full-time,,,Insurance,,0,19
5762,1,1,1,Full-time,,,Computer Software,,0,3
5763,0,0,1,Full-time,Associate,,Public Relations and Communications,,0,7
5764,0,1,1,Full-time,Mid-Senior level,,Computer Software,,0,10
5765,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Sales,0,12
5766,0,0,0,Full-time,,,Accounting,,0,13
5767,0,1,1,Full-time,Associate,,Marketing and Advertising,Administrative,0,10
5768,0,1,1,Full-time,,Bachelor's Degree,Pharmaceuticals,Accounting/Auditing,0,16
5769,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Sales,0,13
5770,0,0,0,Full-time,Mid-Senior level,,Computer Software,,0,10
5771,0,1,1,Full-time,Associate,Unspecified,Computer Software,Design,0,10
5772,0,1,1,Full-time,,,Information Technology and Services,Information Technology,0,9
5773,0,0,0,Full-time,,,Marketing and Advertising,,0,12
5774,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Engineering,0,17
5775,1,1,1,Full-time,,Bachelor's Degree,Computer Software,,0,6
5776,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Banking,Sales,0,10
5777,0,1,0,Full-time,Associate,,Events Services,,0,8
5778,0,1,1,Full-time,,Unspecified,Internet,Marketing,0,13
5779,1,1,1,Full-time,,Bachelor's Degree,Computer Software,,0,6
5780,0,1,1,Part-time,,,"Health, Wellness and Fitness",Health Care Provider,0,14
5781,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Customer Service,0,6
5782,0,1,0,Full-time,,,Chemicals,Administrative,0,9
5783,0,0,1,Part-time,Internship,Unspecified,Executive Office,Administrative,1,13
5784,0,1,0,,,,,,0,14
5785,1,1,1,Full-time,Associate,Unspecified,Computer Software,Information Technology,0,13
5786,0,1,0,,,,,,0,7
5787,0,1,1,Full-time,,,,,0,14
5788,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Human Resources,0,11
5789,0,1,1,Full-time,Entry level,,Telecommunications,Customer Service,0,12
5790,0,1,1,Full-time,Internship,Unspecified,Internet,Marketing,0,16
5791,0,1,1,Full-time,Mid-Senior level,Unspecified,Human Resources,Business Development,0,10
5792,0,1,1,,,,,,0,10
5793,0,1,0,Full-time,Mid-Senior level,,Automotive,Sales,0,12
5794,0,1,1,Part-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0,9
5795,0,1,1,Full-time,,High School or equivalent,Security and Investigations,,0,8
5796,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,,0,15
5797,0,1,1,Temporary,Internship,Unspecified,Printing,Art/Creative,0,16
5798,0,1,1,Temporary,Internship,Bachelor's Degree,Education Management,Human Resources,0,16
5799,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0,9
5800,0,1,1,Part-time,Entry level,,,Sales,0,12
5801,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Sales,0,15
5802,0,0,0,Full-time,Entry level,High School or equivalent,,General Business,0,18
5803,0,1,1,Contract,Associate,Bachelor's Degree,Civic & Social Organization,Marketing,0,9
5804,1,0,1,Full-time,Entry level,Unspecified,Accounting,Administrative,1,12
5805,0,1,1,,,,,,0,17
5806,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0,7
5807,0,1,0,,,,,,0,10
5808,0,1,1,Full-time,Entry level,High School or equivalent,Human Resources,Administrative,1,9
5809,0,1,1,Other,Internship,,Apparel & Fashion,,0,13
5810,0,0,0,Full-time,Executive,,Hospital & Health Care,Quality Assurance,0,20
5811,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,11
5812,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,10
5813,0,0,1,Full-time,Entry level,High School or equivalent,Executive Office,Accounting/Auditing,0,18
5814,0,1,1,Full-time,,,Computer Software,Product Management,0,9
5815,0,1,1,Full-time,,,,,0,13
5816,0,1,0,Other,Not Applicable,Unspecified,Computer Software,Information Technology,0,7
5817,1,1,1,Contract,,,Computer Software,,0,6
5818,0,1,1,Full-time,Mid-Senior level,,Computer Software,Information Technology,0,6
5819,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Media Production,Management,0,6
5820,0,1,1,Full-time,,,Financial Services,,0,8
5821,0,1,1,Contract,Entry level,Some College Coursework Completed,Marketing and Advertising,Marketing,0,16
5822,0,1,1,Full-time,,,Internet,,0,9
5823,0,1,0,Full-time,,,"Health, Wellness and Fitness",Customer Service,0,7
5824,0,1,0,Contract,Not Applicable,Unspecified,Media Production,Art/Creative,0,8
5825,0,0,1,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
5826,0,0,1,Full-time,,,,,0,9
5827,0,1,0,Full-time,Mid-Senior level,Unspecified,Computer Software,Information Technology,0,8
5828,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Finance,0,8
5829,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Marketing,0,10
5830,0,1,0,Full-time,,,Information Technology and Services,Sales,0,15
5831,0,0,0,Full-time,Not Applicable,,Computer Software,Customer Service,0,10
5832,0,1,0,Full-time,,,Apparel & Fashion,Finance,0,9
5833,0,1,0,Full-time,Director,,Information Technology and Services,Information Technology,0,6
5834,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0,7
5835,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,14
5836,0,1,1,Contract,Mid-Senior level,Master's Degree,Information Technology and Services,Information Technology,0,7
5837,0,1,1,Full-time,,,,,0,9
5838,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1,10
5839,0,1,0,,,,,,0,13
5840,0,0,1,Full-time,Associate,Bachelor's Degree,Real Estate,Management,0,10
5841,0,1,1,Full-time,,,,,0,13
5842,0,0,0,Full-time,,,,,0,12
5843,1,1,1,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Marketing,0,21
5844,0,0,0,Contract,,,,Information Technology,0,14
5845,0,0,0,Full-time,,,Real Estate,,0,8
5846,0,1,0,Contract,,,Investment Management,,0,8
5847,0,0,0,Full-time,,,Real Estate,,0,6
5848,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,12
5849,0,0,0,Full-time,,,,,1,7
5850,0,1,1,Full-time,Associate,Unspecified,Marketing and Advertising,Sales,0,13
5851,0,0,1,Full-time,Mid-Senior level,,Information Technology and Services,,0,18
5852,0,0,1,Full-time,Mid-Senior level,,Oil & Energy,Engineering,0,10
5853,0,1,1,Contract,,Bachelor's Degree,Education Management,Education,0,22
5854,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Finance,0,13
5855,0,0,0,,,,,,0,7
5856,0,1,1,Full-time,Entry level,,Accounting,Accounting/Auditing,0,11
5857,0,1,1,Full-time,Associate,Bachelor's Degree,Staffing and Recruiting,Information Technology,0,12
5858,1,0,1,Full-time,Mid-Senior level,Certification,Marketing and Advertising,Sales,0,10
5859,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Marketing,0,17
5860,1,1,1,Full-time,,,Computer Software,Sales,0,13
5861,0,1,1,,,,,,0,25
5862,0,1,0,Contract,,,,,0,8
5863,1,1,1,Full-time,Director,Bachelor's Degree,Internet,Engineering,0,9
5864,0,1,1,Full-time,Director,Bachelor's Degree,Marketing and Advertising,Business Development,0,13
5865,0,0,0,Part-time,Associate,Professional,Performing Arts,Art/Creative,0,7
5866,0,0,0,Full-time,Associate,High School or equivalent,Real Estate,Other,0,8
5867,0,1,1,Temporary,Internship,Unspecified,Marketing and Advertising,Advertising,0,13
5868,0,1,1,Full-time,Mid-Senior level,Unspecified,Marketing and Advertising,Advertising,0,15
5869,0,0,0,Full-time,,,,,1,12
5870,0,1,1,Full-time,Entry level,High School or equivalent,Real Estate,Administrative,1,10
5871,0,1,0,Full-time,Director,,Research,Sales,0,8
5872,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Sales,0,9
5873,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,,Sales,0,9
5874,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,6
5875,0,1,1,Full-time,,,Construction,,0,7
5876,0,1,1,Full-time,,,Retail,Sales,0,9
5877,0,1,0,Contract,,,,,0,8
5878,0,1,1,Full-time,Entry level,High School or equivalent,Automotive,Business Development,0,14
5879,0,1,1,Full-time,Entry level,,Internet,Customer Service,0,13
5880,0,1,0,,,,,,0,15
5881,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Sales,0,11
5882,0,1,0,Full-time,Mid-Senior level,,Computer Software,Project Management,0,10
5883,0,1,0,Full-time,,,Security and Investigations,Sales,0,11
5884,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0,9
5885,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Information Technology,0,8
5886,0,0,1,Full-time,Entry level,Bachelor's Degree,Government Administration,,0,13
5887,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Research,0,13
5888,0,1,1,Full-time,,,,Engineering,0,12
5889,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,,0,3
5890,0,1,1,Full-time,,,,,0,8
5891,0,1,0,Full-time,Entry level,High School or equivalent,Government Relations,Customer Service,0,9
5892,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Sales,0,14
5893,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Sales,0,15
5894,0,0,0,Full-time,,,,,1,13
5895,1,1,0,Full-time,Entry level,High School or equivalent,Marketing and Advertising,Customer Service,0,19
5896,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Sales,0,17
5897,0,1,1,Full-time,Entry level,,Financial Services,Sales,0,17
5898,0,1,1,Full-time,Mid-Senior level,,Airlines/Aviation,Sales,0,10
5899,0,1,0,Full-time,Mid-Senior level,,Marketing and Advertising,Design,0,13
5900,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Other,0,11
5901,0,1,1,Full-time,,,,,0,7
5902,0,1,0,,,,,,0,9
5903,0,1,1,Full-time,Mid-Senior level,Master's Degree,Food & Beverages,Quality Assurance,0,8
5904,0,1,1,Full-time,,,,,0,13
5905,0,1,1,Other,Internship,Certification,Legal Services,Marketing,0,12
5906,0,1,1,,,,,,0,13
5907,0,0,0,Full-time,Not Applicable,Unspecified,Education Management,Education,0,13
5908,0,1,1,Full-time,Director,,Information Technology and Services,Customer Service,0,9
5909,0,1,1,,,,,,0,11
5910,0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Software,Marketing,0,11
5911,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,13
5912,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0,8
5913,0,0,0,,,,,,0,11
5914,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Consulting,0,9
5915,0,1,1,Full-time,Associate,Associate Degree,Internet,Administrative,0,7
5916,0,0,0,Full-time,,Bachelor's Degree,Construction,Accounting/Auditing,0,11
5917,0,0,0,Full-time,,,Nonprofit Organization Management,,0,13
5918,1,1,0,Contract,Mid-Senior level,Unspecified,Computer Software,Information Technology,0,11
5919,0,0,1,Full-time,Internship,Master's Degree,Financial Services,Finance,0,15
5920,0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Software,Customer Service,0,12
5921,0,1,0,Full-time,,,Real Estate,,0,10
5922,0,1,1,Full-time,Associate,Unspecified,Consumer Services,Sales,0,14
5923,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Information Technology,0,6
5924,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,7
5925,0,1,1,Contract,Mid-Senior level,,,,0,3
5926,0,0,0,Part-time,,,Financial Services,Finance,1,18
5927,0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,E-Learning,Design,0,12
5928,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,9
5929,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Accounting,Accounting/Auditing,0,11
5930,0,1,0,Full-time,Entry level,,Apparel & Fashion,,0,3
5931,1,0,0,Contract,,,,,0,4
5932,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,11
5933,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,15
5934,0,1,1,,,,,,0,8
5935,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Sales,0,9
5936,0,0,1,,,,,,0,10
5937,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Engineering,0,8
5938,0,0,1,Full-time,Executive,Bachelor's Degree,Information Technology and Services,Information Technology,0,12
5939,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,0,13
5940,0,1,1,,,,,,0,8
5941,0,0,0,Full-time,,,Hospital & Health Care,Administrative,1,9
5942,0,1,1,Full-time,,,,,0,11
5943,0,0,0,Full-time,,,Hospital & Health Care,Administrative,1,9
5944,0,0,0,Full-time,,,Management Consulting,,0,21
5945,0,1,1,,,,,,0,11
5946,0,1,1,,,,,,0,9
5947,0,0,1,Other,Not Applicable,Unspecified,Media Production,Production,0,11
5948,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Industrial Automation,Engineering,0,14
5949,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,10
5950,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,23
5951,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,10
5952,0,1,1,,,,,,0,8
5953,0,1,1,Full-time,Associate,Unspecified,Financial Services,Business Development,0,9
5954,0,1,0,Temporary,Internship,Vocational,Internet,Marketing,0,10
5955,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,12
5956,0,1,1,,,,,,0,16
5957,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,10
5958,0,1,1,Temporary,,,,Art/Creative,0,7
5959,1,1,1,Full-time,Not Applicable,Unspecified,Internet,Engineering,0,17
5960,0,0,0,Full-time,Associate,Certification,Business Supplies and Equipment,Sales,0,9
5961,0,1,1,Full-time,Mid-Senior level,Master's Degree,Food & Beverages,Quality Assurance,0,8
5962,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,10
5963,0,0,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0,5
5964,0,0,0,Full-time,Entry level,,Computer Software,,0,10
5965,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Other,0,9
